"id","code","name"
479,"479","TRAYLERS Y VOLCOS DE SURA"
481,"481","VOLCOS Y REMOL DEL CARVAJ"
482,"482","KALYN"
483,"483","ITALMAQ LTDA"
484,"484","INDUWEST TRAILER"
485,"485","TRANSP. CHAMO"
486,"486","TRANSGAR LTDA"
487,"487","INTERTRAYLER LTDA"
488,"488","UTILITY"
489,"489","GUERRERO'S TRAILERS LTDA"
490,"490","FPC Inc."
491,"491","CONALCAR"
492,"492","MULTINACIONAL TRANSPORTAD"
493,"493","INDUESAN COLOMBIA LTDA"
494,"494","INTRAVAN LTDA"
495,"495","TALLERES AUTOGARROF"
496,"496","BJ SERVICES COMPANY S.A."
497,"497","INDOX"
498,"498","T. I. CHINO BERNA"
499,"499","VOLCOS UFF LTDA."
500,"500","CAR TRAILERS TULUA CIA. L"
502,"502","ALL WELD ENGINEERING"
503,"503","ING. TECNICA NACIONAL"
504,"504","AUTOMILENIO"
505,"505","BUFALO"
506,"506","F&M TRAILERS"
507,"507","MERTZ"
508,"508","ANDERSON"
509,"509","RUBICOM "
510,"510","CONS VICMAHER"
511,"511","METALICA"
512,"512","LBM TRAILER EU."
513,"513","COONCREQUIPOS"
514,"514","IND. NACIONAL"
515,"515","TALLERES T. TANQUES"
517,"517","IND. METALICAS PEÑA"
518,"518","KM-0"
519,"519","DOTERO LTDA"
520,"520","PRODIMETAL"
521,"521","METRANSA LTDA."
522,"522","AGRO-CARRETAS DEL FONCE"
523,"523","INTRAVA LTDA"
524,"524","MAX-ATLAS"
525,"525","HANKSUGI-TRAILERS"
526,"526","ANTRAILERS"
527,"527","IND. NACIONAL S.A."
528,"528","TRAILERS MADRID"
529,"529","HEIL"
530,"530","VIKING"
531,"531","BULL TRAILER"
532,"532","GESMET LTDA."
533,"533","LINDE CRYO AB"
535,"535","EQUITANQ"
536,"536","IND. METALICAS PATAQUIVA"
537,"537","IND. VAC E.U."
538,"538","INCASUR LTDA"
539,"539","FERROGRUAS"
540,"540","SERVI HIDRAULICAS"
541,"541","VOLKAR LTDA"
543,"543","FURGONES Y TRAILERS JB"
544,"544","CHART INC"
545,"545","CAM ARIAS LTDA"
546,"546","CARRESOTO"
547,"547","PLASSTELLA"
548,"548","TRAILERS DE SANTANDER"
549,"549","TRAILER CUCUTA LTDA"
550,"550","IMPA"
551,"551","PARCISA"
552,"552","ELEMENTOS METALICOS S.A."
554,"554","REMVEL LTDA."
555,"555","STOUGHTON"
556,"556","D.F.M.  E.U."
557,"557","SIDE DUMP"
558,"558","CUSTOM TRAYLER"
559,"559","REPRESENT. Y MAQUINARIA"
560,"560","WUHAN"
561,"561","TRYMON"
562,"562","DOWNS"
563,"563","MONON"
564,"564","ARVARCAR"
565,"565","QUINCAD"
566,"566","SICVE"
567,"567","TRAILKING INDUSTRIES"
569,"569","TRAILERES Y TANQUES"
570,"570","VULCAN TRAILER"
571,"571","TALLERES BISSON LTDA"
572,"572","TECNITRAC"
573,"573","AGRO. SERV. RIOS"
574,"574","THOR"
575,"575","INDS. Y CARROCERIAS MAC  "
576,"576","INARC"
577,"577","TRIM"
578,"578","INDUSTRIAS LA 25 RG"
579,"579","PATAQUIVA ACHURY RUBEN D."
